"sales_person","country","product","sale_date","amount","boxes_shipped","amount_numeric","sale_date_actual"
"Brien Boise","Canada","Raspberry Choco","14/06/2023","$2,994.76",47,2994.76,"2023-06-14"
"Gunar Cockshoot","India","Mint Chip Choco","08/08/2023","$4,451.38",71,4451.38,"2023-08-08"
"Dennison Crosswaite","India","Mint Chip Choco","23/03/2023","$14,691.77",143,14691.77,"2023-03-23"
"Barr Faughny","India","Caramel Stuffed Bars","04/01/2023","$7,042.98",107,7042.98,"2023-01-04"
"Brien Boise","India","Milk Bars","22/02/2023","$15,583.00",248,15583.0,"2023-02-22"
"Beverie Moffet","UK","Spicy Special Slims","17/02/2023","$9,059.82",268,9059.82,"2023-02-17"
"Barr Faughny","USA","Almond Choco","03/02/2023","$430.59",85,430.59,"2023-02-03"
"Van Tuxwell","Canada","Raspberry Choco","17/03/2023","$1,264.25",137,1264.25,"2023-03-17"
"Wilone O'Kielt","Australia","Baker's Choco Chips","25/01/2023","$2,995.47",156,2995.47,"2023-01-25"
"Brien Boise","Australia","Milk Bars","27/07/2023","$2,117.82",56,2117.82,"2023-07-27"
"Husein Augar","Australia","Fruit & Nut Bars","28/01/2023","$8,081.79",54,8081.79,"2023-01-28"
"Madelene Upcott","Australia","Organic Choco Syrup","05/07/2023","$11,542.54",49,11542.54,"2023-07-05"
"Van Tuxwell","India","White Choc","15/03/2023","$2,183.68",46,2183.68,"2023-03-15"
"Gunar Cockshoot","Canada","After Nines","04/08/2023","$3,125.34",191,3125.34,"2023-08-04"
"Jan Morforth","USA","Fruit & Nut Bars","27/06/2023","$4,891.86",380,4891.86,"2023-06-27"
"Jan Morforth","Canada","After Nines","13/07/2023","$4,881.32",183,4881.32,"2023-07-13"
"Barr Faughny","New Zealand","Manuka Honey Choco","24/02/2023","$5,917.62",238,5917.62,"2023-02-24"
"Karlen McCaffrey","New Zealand","85% Dark Bars","28/06/2023","$6,312.53",60,6312.53,"2023-06-28"
"Oby Sorrel","Australia","85% Dark Bars","30/06/2023","$7,956.28",27,7956.28,"2023-06-30"
"Curtice Advani","Canada","Choco Coated Almonds","18/08/2023","$5,895.88",7,5895.88,"2023-08-18"
"Kaine Padly","India","70% Dark Bites","24/01/2023","$13,535.70",296,13535.7,"2023-01-24"
"Beverie Moffet","USA","White Choc","11/03/2023","$5,639.90",129,5639.9,"2023-03-11"
"Ches Bonnell","New Zealand","After Nines","23/06/2023","$5,813.44",356,5813.44,"2023-06-23"
"Husein Augar","India","Spicy Special Slims","22/08/2023","$2,514.82",32,2514.82,"2023-08-22"
"Gunar Cockshoot","Canada","50% Dark Bites","04/01/2023","$3,044.01",22,3044.01,"2023-01-04"
"Curtice Advani","India","Milk Bars","05/04/2023","$3,902.04",214,3902.04,"2023-04-05"
"Beverie Moffet","India","Milk Bars","15/04/2023","$1,928.74",354,1928.74,"2023-04-15"
"Husein Augar","Australia","White Choc","11/05/2023","$3,251.53",241,3251.53,"2023-05-11"
"Andria Kimpton","Canada","Manuka Honey Choco","21/07/2023","$5,031.94",495,5031.94,"2023-07-21"
"Jan Morforth","New Zealand","Orange Choco","11/02/2023","$1,350.26",89,1350.26,"2023-02-11"
"Andria Kimpton","Canada","Smooth Sliky Salty","08/07/2023","$1,187.71",75,1187.71,"2023-07-08"
"Gunar Cockshoot","UK","Raspberry Choco","11/08/2023","$7,055.38",334,7055.38,"2023-08-11"
"Husein Augar","New Zealand","After Nines","04/08/2023","$7,231.89",8,7231.89,"2023-08-04"
"Andria Kimpton","New Zealand","Orange Choco","14/06/2023","$9,295.83",93,9295.83,"2023-06-14"
"Dennison Crosswaite","UK","Baker's Choco Chips","17/01/2023","$2,276.94",296,2276.94,"2023-01-17"
"Jehu Rudeforth","Canada","Orange Choco","23/06/2023","$4,229.79",548,4229.79,"2023-06-23"
"Jehu Rudeforth","UK","Smooth Sliky Salty","24/08/2023","$1,640.53",119,1640.53,"2023-08-24"
"Andria Kimpton","UK","Caramel Stuffed Bars","07/06/2023","$8,234.50",294,8234.5,"2023-06-07"
"Jan Morforth","UK","White Choc","22/06/2023","$10,087.04",46,10087.04,"2023-06-22"
"Dotty Strutley","USA","Fruit & Nut Bars","13/07/2023","$3,169.26",281,3169.26,"2023-07-13"
"Kelci Walkden","UK","Choco Coated Almonds","24/05/2023","$10,355.42",215,10355.42,"2023-05-24"
"Gunar Cockshoot","New Zealand","After Nines","09/08/2023","$7,772.63",140,7772.63,"2023-08-09"
"Kaine Padly","Canada","85% Dark Bars","06/04/2023","$1,992.77",31,1992.77,"2023-04-06"
"Jan Morforth","New Zealand","Manuka Honey Choco","28/07/2023","$1,815.56",266,1815.56,"2023-07-28"
"Gunar Cockshoot","New Zealand","Raspberry Choco","24/08/2023","$727.11",50,727.11,"2023-08-24"
"Van Tuxwell","Australia","99% Dark & Pure","17/01/2023","$114.96",132,114.96,"2023-01-17"
"Curtice Advani","USA","Drinking Coco","07/02/2023","$5,378.09",142,5378.09,"2023-02-07"
"Brien Boise","Australia","Spicy Special Slims","09/05/2023","$6,707.63",269,6707.63,"2023-05-09"
"Mallorie Waber","New Zealand","85% Dark Bars","06/06/2023","$8,167.18",102,8167.18,"2023-06-06"
"Wilone O'Kielt","USA","Choco Coated Almonds","06/06/2023","$9,950.14",6,9950.14,"2023-06-06"
"Beverie Moffet","New Zealand","Organic Choco Syrup","24/05/2023","$7,229.26",215,7229.26,"2023-05-24"
"Gunar Cockshoot","UK","50% Dark Bites","13/01/2023","$2,260.21",128,2260.21,"2023-01-13"
"Marney O'Breen","USA","Raspberry Choco","23/05/2023","$6,206.90",149,6206.9,"2023-05-23"
"Jehu Rudeforth","UK","White Choc","29/06/2023","$1,889.83",286,1889.83,"2023-06-29"
"Jehu Rudeforth","New Zealand","85% Dark Bars","11/03/2023","$7,797.24",88,7797.24,"2023-03-11"
"Dotty Strutley","USA","85% Dark Bars","25/04/2023","$11,644.92",536,11644.92,"2023-04-25"
"Rafaelita Blaksland","Australia","Smooth Sliky Salty","30/05/2023","$4,207.22",255,4207.22,"2023-05-30"
"Curtice Advani","India","Manuka Honey Choco","23/05/2023","$1,683.88",169,1683.88,"2023-05-23"
"Mallorie Waber","USA","Peanut Butter Cubes","23/05/2023","$1,337.36",18,1337.36,"2023-05-23"
"Van Tuxwell","Canada","Peanut Butter Cubes","24/06/2023","$7,147.04",300,7147.04,"2023-06-24"
"Kelci Walkden","New Zealand","Smooth Sliky Salty","11/03/2023","$12,030.46",296,12030.46,"2023-03-11"
"Rafaelita Blaksland","USA","Smooth Sliky Salty","27/07/2023","$15,844.58",232,15844.58,"2023-07-27"
"Rafaelita Blaksland","USA","White Choc","16/08/2023","$5,025.84",133,5025.84,"2023-08-16"
"Roddy Speechley","Canada","Smooth Sliky Salty","07/03/2023","$9,902.03",12,9902.03,"2023-03-07"
"Curtice Advani","New Zealand","After Nines","05/04/2023","$7,944.07",33,7944.07,"2023-04-05"
"Camilla Castle","India","85% Dark Bars","04/05/2023","$9,523.65",55,9523.65,"2023-05-04"
"Ches Bonnell","USA","Choco Coated Almonds","04/01/2023","$16,240.71",93,16240.71,"2023-01-04"
"Marney O'Breen","Australia","Baker's Choco Chips","13/01/2023","$5,891.94",109,5891.94,"2023-01-13"
"Wilone O'Kielt","New Zealand","Fruit & Nut Bars","11/07/2023","$6,924.52",94,6924.52,"2023-07-11"
"Kaine Padly","Australia","Mint Chip Choco","17/05/2023","$4,552.57",158,4552.57,"2023-05-17"
"Camilla Castle","New Zealand","Peanut Butter Cubes","21/07/2023","$1,724.91",60,1724.91,"2023-07-21"
"Curtice Advani","Canada","Organic Choco Syrup","22/02/2023","$897.30",21,897.3,"2023-02-22"
"Jan Morforth","India","99% Dark & Pure","23/05/2023","$10,283.90",178,10283.9,"2023-05-23"
"Rafaelita Blaksland","Canada","Drinking Coco","12/07/2023","$10,415.77",200,10415.77,"2023-07-12"
"Jan Morforth","UK","Orange Choco","15/06/2023","$4,220.83",193,4220.83,"2023-06-15"
"Barr Faughny","New Zealand","50% Dark Bites","23/06/2023","$4,909.86",304,4909.86,"2023-06-23"
"Curtice Advani","Australia","Eclairs","25/03/2023","$6,549.62",53,6549.62,"2023-03-25"
"Jan Morforth","India","Caramel Stuffed Bars","04/07/2023","$88.72",165,88.72,"2023-07-04"
"Andria Kimpton","UK","White Choc","12/05/2023","$9,793.16",110,9793.16,"2023-05-12"
"Camilla Castle","New Zealand","Raspberry Choco","04/04/2023","$4,823.65",143,4823.65,"2023-04-04"
"Madelene Upcott","Australia","Orange Choco","15/04/2023","$7,556.55",404,7556.55,"2023-04-15"
"Roddy Speechley","Canada","Eclairs","08/03/2023","$7,082.03",95,7082.03,"2023-03-08"
"Karlen McCaffrey","India","White Choc","17/01/2023","$8,361.47",231,8361.47,"2023-01-17"
"Wilone O'Kielt","India","Mint Chip Choco","22/08/2023","$1,310.50",52,1310.5,"2023-08-22"
"Andria Kimpton","UK","99% Dark & Pure","25/07/2023","$1,288.10",67,1288.1,"2023-07-25"
"Marney O'Breen","UK","50% Dark Bites","14/06/2023","$3,288.29",133,3288.29,"2023-06-14"
"Ches Bonnell","India","Choco Coated Almonds","05/04/2023","$10,669.09",85,10669.09,"2023-04-05"
"Madelene Upcott","UK","Raspberry Choco","26/08/2023","$7,361.93",344,7361.93,"2023-08-26"
"Wilone O'Kielt","Australia","50% Dark Bites","03/08/2023","$10,336.22",123,10336.22,"2023-08-03"
"Gigi Bohling","Canada","White Choc","11/07/2023","$6,985.95",4,6985.95,"2023-07-11"
"Wilone O'Kielt","New Zealand","Eclairs","11/03/2023","$3,394.46",21,3394.46,"2023-03-11"
"Brien Boise","UK","Peanut Butter Cubes","10/01/2023","$15,337.23",31,15337.23,"2023-01-10"
"Roddy Speechley","UK","Baker's Choco Chips","04/04/2023","$15,925.17",378,15925.17,"2023-04-04"
"Karlen McCaffrey","Australia","50% Dark Bites","17/01/2023","$7,355.77",772,7355.77,"2023-01-17"
"Marney O'Breen","New Zealand","Organic Choco Syrup","08/07/2023","$9,489.27",54,9489.27,"2023-07-08"
"Jan Morforth","UK","Organic Choco Syrup","12/04/2023","$1,281.32",354,1281.32,"2023-04-12"
"Rafaelita Blaksland","Canada","Fruit & Nut Bars","24/08/2023","$518.07",192,518.07,"2023-08-24"
"Ches Bonnell","UK","Choco Coated Almonds","07/06/2023","$1,933.56",239,1933.56,"2023-06-07"
"Gunar Cockshoot","Canada","Almond Choco","28/07/2023","$1,308.52",30,1308.52,"2023-07-28"
"Husein Augar","USA","99% Dark & Pure","21/02/2023","$9,878.50",111,9878.5,"2023-02-21"
"Dennison Crosswaite","Canada","Mint Chip Choco","08/04/2023","$1,943.70",297,1943.7,"2023-04-08"
"Brien Boise","UK","Manuka Honey Choco","28/06/2023","$80.62",103,80.62,"2023-06-28"
"Van Tuxwell","UK","Baker's Choco Chips","24/03/2023","$2,678.37",20,2678.37,"2023-03-24"
"Barr Faughny","Australia","Caramel Stuffed Bars","29/07/2023","$2,931.10",60,2931.1,"2023-07-29"
"Dennison Crosswaite","USA","Eclairs","25/05/2023","$2,316.09",90,2316.09,"2023-05-25"
"Gigi Bohling","Australia","Raspberry Choco","30/03/2023","$6,722.22",330,6722.22,"2023-03-30"
"Dennison Crosswaite","USA","Organic Choco Syrup","18/07/2023","$14,528.51",134,14528.51,"2023-07-18"
"Beverie Moffet","Canada","Orange Choco","10/05/2023","$9,390.28",104,9390.28,"2023-05-10"
"Mallorie Waber","Australia","Choco Coated Almonds","18/03/2023","$16,230.41",94,16230.41,"2023-03-18"
"Ches Bonnell","India","Caramel Stuffed Bars","15/06/2023","$7,224.39",55,7224.39,"2023-06-15"
"Van Tuxwell","Canada","50% Dark Bites","12/05/2023","$15,567.58",57,15567.58,"2023-05-12"
"Kelci Walkden","New Zealand","Baker's Choco Chips","23/06/2023","$2,964.20",105,2964.2,"2023-06-23"
"Beverie Moffet","India","Spicy Special Slims","21/04/2023","$3,357.08",186,3357.08,"2023-04-21"
"Gigi Bohling","Australia","Almond Choco","17/08/2023","$1,010.37",127,1010.37,"2023-08-17"
"Rafaelita Blaksland","New Zealand","Eclairs","07/02/2023","$20,470.43",54,20470.43,"2023-02-07"
"Kelci Walkden","Canada","Smooth Sliky Salty","17/03/2023","$8,762.75",115,8762.75,"2023-03-17"
"Jan Morforth","India","Baker's Choco Chips","01/08/2023","$14,613.52",85,14613.52,"2023-08-01"
"Jehu Rudeforth","Australia","Milk Bars","18/03/2023","$9,839.46",31,9839.46,"2023-03-18"
"Gigi Bohling","Canada","Fruit & Nut Bars","14/06/2023","$6,633.23",103,6633.23,"2023-06-14"
"Beverie Moffet","UK","Eclairs","22/04/2023","$9,749.07",169,9749.07,"2023-04-22"
"Marney O'Breen","New Zealand","Eclairs","18/01/2023","$5,254.38",31,5254.38,"2023-01-18"
"Husein Augar","Australia","99% Dark & Pure","26/08/2023","$3,430.43",123,3430.43,"2023-08-26"
"Gunar Cockshoot","New Zealand","Fruit & Nut Bars","10/06/2023","$10,454.55",434,10454.55,"2023-06-10"
"Curtice Advani","Canada","70% Dark Bites","31/01/2023","$2,413.87",7,2413.87,"2023-01-31"
"Kelci Walkden","New Zealand","Manuka Honey Choco","08/04/2023","$1,445.14",108,1445.14,"2023-04-08"
"Dotty Strutley","Australia","Baker's Choco Chips","07/06/2023","$4,022.64",71,4022.64,"2023-06-07"
"Barr Faughny","Australia","85% Dark Bars","10/02/2023","$8,651.20",43,8651.2,"2023-02-10"
"Beverie Moffet","Australia","50% Dark Bites","16/05/2023","$725.16",453,725.16,"2023-05-16"
"Gunar Cockshoot","India","Baker's Choco Chips","18/03/2023","$2,385.40",540,2385.4,"2023-03-18"
"Van Tuxwell","Australia","50% Dark Bites","13/07/2023","$726.04",131,726.04,"2023-07-13"
"Oby Sorrel","USA","Manuka Honey Choco","25/07/2023","$4,742.35",83,4742.35,"2023-07-25"
"Van Tuxwell","Canada","Choco Coated Almonds","19/08/2023","$2,556.96",312,2556.96,"2023-08-19"
"Karlen McCaffrey","Canada","70% Dark Bites","24/06/2023","$8,376.69",646,8376.69,"2023-06-24"
"Kelci Walkden","Canada","Fruit & Nut Bars","20/06/2023","$840.71",162,840.71,"2023-06-20"
"Camilla Castle","India","99% Dark & Pure","02/08/2023","$207.87",216,207.87,"2023-08-02"
"Madelene Upcott","New Zealand","70% Dark Bites","22/02/2023","$13,370.34",94,13370.34,"2023-02-22"
"Mallorie Waber","New Zealand","Orange Choco","01/02/2023","$6,811.37",25,6811.37,"2023-02-01"
"Jan Morforth","Canada","70% Dark Bites","14/02/2023","$6,096.52",300,6096.52,"2023-02-14"
"Kelci Walkden","Australia","Milk Bars","24/02/2023","$8,684.58",120,8684.58,"2023-02-24"
"Dennison Crosswaite","India","Orange Choco","18/03/2023","$873.26",140,873.26,"2023-03-18"
"Husein Augar","UK","Eclairs","30/08/2023","$1,912.66",253,1912.66,"2023-08-30"
"Gigi Bohling","USA","Peanut Butter Cubes","09/05/2023","$321.61",76,321.61,"2023-05-09"
"Wilone O'Kielt","USA","Smooth Sliky Salty","18/01/2023","$511.12",96,511.12,"2023-01-18"
"Curtice Advani","India","White Choc","04/07/2023","$7,887.15",335,7887.15,"2023-07-04"
"Oby Sorrel","New Zealand","Spicy Special Slims","03/06/2023","$1,793.67",13,1793.67,"2023-06-03"
"Beverie Moffet","New Zealand","Peanut Butter Cubes","23/02/2023","$12,129.42",29,12129.42,"2023-02-23"
"Dotty Strutley","New Zealand","99% Dark & Pure","09/05/2023","$11,749.75",213,11749.75,"2023-05-09"
"Kelci Walkden","India","70% Dark Bites","06/06/2023","$3,967.25",101,3967.25,"2023-06-06"
"Kelci Walkden","India","Drinking Coco","04/07/2023","$8,105.37",255,8105.37,"2023-07-04"
"Brien Boise","New Zealand","Drinking Coco","06/06/2023","$1,614.17",106,1614.17,"2023-06-06"
"Dotty Strutley","Australia","Almond Choco","13/05/2023","$1,613.30",91,1613.3,"2023-05-13"
"Wilone O'Kielt","New Zealand","Organic Choco Syrup","31/01/2023","$2,155.64",281,2155.64,"2023-01-31"
"Ches Bonnell","New Zealand","Caramel Stuffed Bars","30/06/2023","$8,184.37",43,8184.37,"2023-06-30"
"Barr Faughny","Canada","Manuka Honey Choco","25/08/2023","$3,613.32",251,3613.32,"2023-08-25"
"Gigi Bohling","New Zealand","Smooth Sliky Salty","10/01/2023","$801.09",101,801.09,"2023-01-10"
"Brien Boise","USA","Manuka Honey Choco","22/08/2023","$2,069.48",8,2069.48,"2023-08-22"
"Roddy Speechley","New Zealand","85% Dark Bars","14/04/2023","$5,096.21",284,5096.21,"2023-04-14"
"Oby Sorrel","UK","Smooth Sliky Salty","31/05/2023","$10,573.50",338,10573.5,"2023-05-31"
"Oby Sorrel","UK","Raspberry Choco","08/04/2023","$4,611.37",322,4611.37,"2023-04-08"
"Roddy Speechley","USA","Drinking Coco","21/02/2023","$3,288.77",148,3288.77,"2023-02-21"
"Andria Kimpton","Australia","Manuka Honey Choco","30/03/2023","$10,883.13",394,10883.13,"2023-03-30"
"Mallorie Waber","India","Raspberry Choco","02/03/2023","$1,516.56",2,1516.56,"2023-03-02"
"Jehu Rudeforth","USA","Orange Choco","28/07/2023","$391.33",184,391.33,"2023-07-28"
"Kaine Padly","New Zealand","70% Dark Bites","24/03/2023","$7,969.08",38,7969.08,"2023-03-24"
"Curtice Advani","Australia","After Nines","11/08/2023","$63.71",109,63.71,"2023-08-11"
"Husein Augar","UK","Almond Choco","17/05/2023","$8,832.33",175,8832.33,"2023-05-17"
"Kaine Padly","Canada","Choco Coated Almonds","18/05/2023","$3,542.19",180,3542.19,"2023-05-18"
"Roddy Speechley","UK","Peanut Butter Cubes","17/08/2023","$6,052.07",173,6052.07,"2023-08-17"
"Ches Bonnell","New Zealand","Eclairs","04/04/2023","$543.20",54,543.2,"2023-04-04"
"Brien Boise","India","85% Dark Bars","09/08/2023","$18,894.92",201,18894.92,"2023-08-09"
"Brien Boise","New Zealand","Organic Choco Syrup","17/01/2023","$689.40",331,689.4,"2023-01-17"
"Andria Kimpton","Canada","White Choc","14/02/2023","$4,435.95",31,4435.95,"2023-02-14"
"Gigi Bohling","New Zealand","Orange Choco","16/05/2023","$9,111.34",324,9111.34,"2023-05-16"
"Ches Bonnell","Canada","Smooth Sliky Salty","16/03/2023","$10,369.71",129,10369.71,"2023-03-16"
"Husein Augar","Canada","70% Dark Bites","31/01/2023","$5,833.20",290,5833.2,"2023-01-31"
"Barr Faughny","Canada","Organic Choco Syrup","10/03/2023","$1,229.96",219,1229.96,"2023-03-10"
"Oby Sorrel","UK","Organic Choco Syrup","30/06/2023","$8,839.72",170,8839.72,"2023-06-30"
"Van Tuxwell","New Zealand","Eclairs","01/03/2023","$5,747.66",176,5747.66,"2023-03-01"
"Mallorie Waber","UK","Drinking Coco","27/05/2023","$3,666.04",107,3666.04,"2023-05-27"
"Oby Sorrel","UK","Milk Bars","11/07/2023","$6,853.82",220,6853.82,"2023-07-11"
"Karlen McCaffrey","New Zealand","Mint Chip Choco","02/03/2023","$4,361.01",59,4361.01,"2023-03-02"
"Jehu Rudeforth","USA","Raspberry Choco","04/03/2023","$7,686.15",141,7686.15,"2023-03-04"
"Kelci Walkden","UK","85% Dark Bars","23/06/2023","$4,188.43",235,4188.43,"2023-06-23"
"Kelci Walkden","USA","Almond Choco","27/01/2023","$5,425.24",234,5425.24,"2023-01-27"
"Marney O'Breen","Canada","Orange Choco","14/01/2023","$2,896.97",456,2896.97,"2023-01-14"
"Dennison Crosswaite","India","Fruit & Nut Bars","29/07/2023","$1,071.31",23,1071.31,"2023-07-29"
"Brien Boise","Canada","Smooth Sliky Salty","13/05/2023","$6,417.05",497,6417.05,"2023-05-13"
"Barr Faughny","Canada","Baker's Choco Chips","03/02/2023","$10,967.31",172,10967.31,"2023-02-03"
"Brien Boise","India","Smooth Sliky Salty","27/05/2023","$6,345.02",28,6345.02,"2023-05-27"
"Oby Sorrel","USA","Manuka Honey Choco","25/07/2024","$5,050.53",85,5050.53,"2024-07-25"
"Jan Morforth","Australia","Drinking Coco","18/02/2023","$2,824.71",25,2824.71,"2023-02-18"
"Brien Boise","India","Spicy Special Slims","28/01/2023","$1,463.67",34,1463.67,"2023-01-28"
"Wilone O'Kielt","India","Caramel Stuffed Bars","13/01/2023","$4,303.86",282,4303.86,"2023-01-13"
"Jehu Rudeforth","UK","After Nines","27/06/2023","$2,047.77",169,2047.77,"2023-06-27"
"Barr Faughny","Canada","White Choc","29/03/2023","$4,692.36",1,4692.36,"2023-03-29"
"Gunar Cockshoot","India","Organic Choco Syrup","03/06/2023","$7,302.42",153,7302.42,"2023-06-03"
"Mallorie Waber","Canada","Smooth Sliky Salty","21/03/2023","$2,056.92",103,2056.92,"2023-03-21"
"Mallorie Waber","India","Eclairs","12/04/2023","$11,032.79",49,11032.79,"2023-04-12"
"Rafaelita Blaksland","Australia","Raspberry Choco","19/01/2023","$7,773.64",247,7773.64,"2023-01-19"
"Karlen McCaffrey","UK","50% Dark Bites","06/04/2023","$3,843.01",295,3843.01,"2023-04-06"
"Kaine Padly","Australia","50% Dark Bites","02/08/2023","$9,163.79",81,9163.79,"2023-08-02"
"Gigi Bohling","Australia","Eclairs","12/04/2023","$7,628.59",146,7628.59,"2023-04-12"
"Oby Sorrel","India","Drinking Coco","21/07/2023","$18,220.59",139,18220.59,"2023-07-21"
"Van Tuxwell","New Zealand","Baker's Choco Chips","22/03/2023","$9,828.94",24,9828.94,"2023-03-22"
"Husein Augar","India","Peanut Butter Cubes","09/05/2023","$4,726.65",5,4726.65,"2023-05-09"
"Andria Kimpton","Australia","Baker's Choco Chips","09/08/2023","$344.82",118,344.82,"2023-08-09"
"Madelene Upcott","Canada","Choco Coated Almonds","20/07/2023","$3,451.24",283,3451.24,"2023-07-20"
"Brien Boise","India","70% Dark Bites","14/04/2023","$5,071.49",439,5071.49,"2023-04-14"
"Jehu Rudeforth","Canada","White Choc","25/01/2023","$4,719.38",132,4719.38,"2023-01-25"
"Andria Kimpton","Australia","Almond Choco","25/04/2023","$3,430.58",174,3430.58,"2023-04-25"
"Dotty Strutley","Canada","After Nines","17/01/2023","$268.30",239,268.3,"2023-01-17"
"Karlen McCaffrey","USA","Eclairs","15/08/2023","$991.46",133,991.46,"2023-08-15"
"Karlen McCaffrey","Canada","Fruit & Nut Bars","02/06/2023","$213.45",17,213.45,"2023-06-02"
"Gunar Cockshoot","USA","85% Dark Bars","30/06/2023","$7,586.38",131,7586.38,"2023-06-30"
"Dotty Strutley","New Zealand","Raspberry Choco","10/02/2023","$6,192.19",99,6192.19,"2023-02-10"
"Marney O'Breen","Canada","Caramel Stuffed Bars","23/02/2023","$1,510.58",602,1510.58,"2023-02-23"
"Dennison Crosswaite","India","Organic Choco Syrup","27/01/2023","$8,693.31",209,8693.31,"2023-01-27"
"Camilla Castle","UK","Mint Chip Choco","26/05/2023","$5,509.77",307,5509.77,"2023-05-26"
"Brien Boise","USA","70% Dark Bites","14/04/2023","$1,863.20",22,1863.2,"2023-04-14"
"Madelene Upcott","Australia","99% Dark & Pure","01/08/2023","$4,822.50",159,4822.5,"2023-08-01"
"Mallorie Waber","Australia","Eclairs","22/08/2023","$10,856.55",229,10856.55,"2023-08-22"
"Marney O'Breen","India","99% Dark & Pure","22/07/2023","$11,252.11",159,11252.11,"2023-07-22"
"Husein Augar","USA","Fruit & Nut Bars","28/04/2023","$1,387.72",27,1387.72,"2023-04-28"
"Kelci Walkden","Australia","Almond Choco","30/05/2023","$5,509.22",341,5509.22,"2023-05-30"
"Ches Bonnell","USA","Milk Bars","21/07/2023","$2,444.25",155,2444.25,"2023-07-21"
"Jan Morforth","UK","Caramel Stuffed Bars","02/08/2023","$3,175.62",507,3175.62,"2023-08-02"
"Brien Boise","New Zealand","70% Dark Bites","15/06/2023","$7,900.42",143,7900.42,"2023-06-15"
"Oby Sorrel","India","85% Dark Bars","05/07/2023","$9,072.46",142,9072.46,"2023-07-05"
"Kaine Padly","New Zealand","Smooth Sliky Salty","12/04/2023","$8.06",513,8.06,"2023-04-12"
"Gigi Bohling","Australia","70% Dark Bites","18/08/2023","$1,548.54",104,1548.54,"2023-08-18"
"Jan Morforth","UK","50% Dark Bites","12/01/2023","$5,501.67",298,5501.67,"2023-01-12"
"Gunar Cockshoot","Canada","White Choc","11/08/2023","$7,685.42",15,7685.42,"2023-08-11"
"Jehu Rudeforth","Australia","Spicy Special Slims","13/01/2023","$5,147.77",402,5147.77,"2023-01-13"
"Husein Augar","UK","Baker's Choco Chips","29/04/2023","$3,070.43",143,3070.43,"2023-04-29"
"Rafaelita Blaksland","New Zealand","After Nines","07/07/2023","$1,127.50",88,1127.5,"2023-07-07"
"Madelene Upcott","New Zealand","Mint Chip Choco","11/03/2023","$8,502.77",4,8502.77,"2023-03-11"
"Madelene Upcott","UK","70% Dark Bites","16/02/2023","$5,961.02",241,5961.02,"2023-02-16"
"Barr Faughny","Australia","Organic Choco Syrup","07/01/2023","$2,478.33",33,2478.33,"2023-01-07"
"Beverie Moffet","New Zealand","Drinking Coco","12/01/2023","$1,269.56",497,1269.56,"2023-01-12"
"Beverie Moffet","India","Eclairs","09/06/2023","$11,130.52",144,11130.52,"2023-06-09"
"Andria Kimpton","India","Eclairs","16/05/2023","$2,455.09",83,2455.09,"2023-05-16"
"Gigi Bohling","UK","85% Dark Bars","23/06/2023","$12,764.94",100,12764.94,"2023-06-23"
"Roddy Speechley","UK","Raspberry Choco","28/01/2023","$13,351.42",198,13351.42,"2023-01-28"
"Dotty Strutley","UK","Mint Chip Choco","14/07/2023","$2,763.22",223,2763.22,"2023-07-14"
"Barr Faughny","Canada","Drinking Coco","18/04/2023","$6,523.34",245,6523.34,"2023-04-18"
"Oby Sorrel","USA","Milk Bars","14/06/2023","$1,868.25",82,1868.25,"2023-06-14"
"Oby Sorrel","UK","Orange Choco","15/04/2023","$8,431.83",251,8431.83,"2023-04-15"
"Curtice Advani","Canada","Peanut Butter Cubes","19/05/2023","$5,646.99",64,5646.99,"2023-05-19"
"Gigi Bohling","India","White Choc","13/04/2023","$1,484.67",180,1484.67,"2023-04-13"
"Husein Augar","Canada","Choco Coated Almonds","15/08/2023","$3,859.95",395,3859.95,"2023-08-15"
"Wilone O'Kielt","India","Choco Coated Almonds","22/08/2023","$3,237.30",227,3237.3,"2023-08-22"
"Wilone O'Kielt","New Zealand","Baker's Choco Chips","22/04/2023","$4,072.43",64,4072.43,"2023-04-22"
"Kaine Padly","UK","Choco Coated Almonds","03/08/2023","$8,054.87",118,8054.87,"2023-08-03"
"Dennison Crosswaite","New Zealand","Organic Choco Syrup","04/01/2023","$420.30",224,420.3,"2023-01-04"
"Kelci Walkden","Canada","After Nines","13/01/2023","$17,073.99",218,17073.99,"2023-01-13"
"Van Tuxwell","Australia","Baker's Choco Chips","11/05/2023","$13,624.31",33,13624.31,"2023-05-11"
"Husein Augar","New Zealand","Peanut Butter Cubes","16/02/2023","$2,318.46",235,2318.46,"2023-02-16"
"Kaine Padly","UK","Caramel Stuffed Bars","20/05/2023","$10,740.05",67,10740.05,"2023-05-20"
"Jehu Rudeforth","UK","Drinking Coco","03/02/2023","$7,624.67",422,7624.67,"2023-02-03"
"Beverie Moffet","India","Manuka Honey Choco","06/05/2023","$10,168.32",159,10168.32,"2023-05-06"
"Gunar Cockshoot","UK","Choco Coated Almonds","30/06/2023","$6,635.15",141,6635.15,"2023-06-30"
"Gunar Cockshoot","UK","Smooth Sliky Salty","22/03/2023","$860.12",158,860.12,"2023-03-22"
"Camilla Castle","Canada","Orange Choco","17/02/2023","$8,671.21",52,8671.21,"2023-02-17"
"Jehu Rudeforth","UK","85% Dark Bars","07/07/2023","$5,534.11",63,5534.11,"2023-07-07"
